id	name	age	country	hometown	height	arm_span
2931	HaiBin Qu	29	CHN	Changsha		
2932	Ning ZHANG	34	CHN	Beijing		
2933	Xuhua PAN	32	CHN	Beijing		
2934	Changfeng Qu	29	CHN	beijing		
2935	Rong JIANG	27	CHN	Beijing		
2936	LaMu RENQING	31	CHN	Beijing		
2937	Beiji Li	27	CHN	Beijing		
2938	ZiDa Ma	29	CHN	Beijing		
2939	DingGuo WANG	36	CHN	Beijing		
2940	WangMu RenZeng	31	CHN	Beijing		
2941	Di Niu	25	CHN	Beijing		
2942	Guangdong Li	27	CHN	Beijing		
2943	Guangfeng Li	25	CHN	Beijing		
2944	ZhiXuan CHEN	25	CHN	Beijing		
2945	ZhuoYing CHEN	22	CHN	Beijing		
2946	ZhuoMa PUBU	26	CHN	Beijing		
2947	YuFei Pan	21	CHN	Beijing	173	
2948	ZhiXin LI	59	CHN	Beijing		
2949	li guowei	43	CHN	Beijing		
2950	PengHui LIN	27	CHN	BeiJing		
2951	ZhiYong Ou	27	CHN	BeiJing		
2952	Xiaoping Li	51	CHN	BeiJing		
2953	Shen Luo	59	CHN	BeiJing		
2954	DiChong Huang	21	CHN	BeiJing		
2955	Xiran Wang	23	CHN	BeiJing		
2956	WeiCheng Xie	42	CHN	BeiJing		
2957	YuZhen BAIMA	27	CHN	BeiJing		
2958	ZhaXi BianBa	27	CHN	BeiJing		
2959	ZhouWen Huang	37	CHN	BeiJing		
2960	FengQi WANG	23	CHN	BeiJing		
2961	TianGe Huang	22	CHN	BeiJing		
2962	ZhiXing CHEN	21	CHN	BeiJing		
2963	PeiYang TIAN	22	CHN	BeiJing		
2964	YongSen Wen	20	CHN	BeiJing		
2965	YuRong DUAN	24	CHN	BeiJing		
2966	MingWei NI	20	CHN	BeiJing		
2967	LianQi WANG	20	CHN	BeiJing		
2968	Luo YiLang	22	CHN	BeiJing		
2969	Yi MeiYu	19	CHN	BeiJing		
2970	YiLing SONG	21	CHN	BeiJing	164	
2971	Yi Fan Chen	27	CHN			
2972	Jin Zhao Han	26	CHN			
2973	Xu Haoran	28	CHN	BeiJing		
2974	Huang xin	27	CHN	BeiJing		
2975	ShuangXi Mo	33	CHN	Beijing		
2976	Shi Yan Shen	26	CHN			
2977	Li Feng Wang	27	CHN			
2978	Min Feng Xiong	29	CHN			
2979	Lin Zhi Zhang	28	CHN			
2980	Hong Mei Kang	28	CHN			
2981	Fang Fang Yang	28	CHN			
2982	Gui Shan Ren	25	CHN			
2983	Meng Tong Ni	26	CHN			
2984	Haiyan Jin		CHN			
2985	Jianghua Zhu		CHN			
2986	Hai Lv		CHN			
2987	Yuan Cao		CHN			
2988	renzeng zhuoma	26	CHN	BeiJing		
2989	DanZeng CHILIE	27	CHN	BeiJing		
2990	Gao Xiong	25	CHN	BeiJing		
2991	HuaLong SONG	21	CHN	BeiJing		
2992	Sun Jiapeng	22	CHN	BeiJing		
2993	Zhang Peng	24	CHN	BeiJing		
2994	Zhu Rong	20	CHN	BeiJing		
2995	Xie Yufang	19	CHN	BeiJing		
2996	JinXin Li	21	CHN	BeiJing		
2997	Li Xinghui	23	CHN	BeiJing		
2998	Zhou Jinyao	22	CHN	BeiJing		
2999	YongCheng Liu	30	CHN	Beijing		
3000	XueNian FU	57	CHN	BEIJING		
3001	YongFeng WANG	58	CHN	Beijing		
3002	JiaXuan HUANG	19	CHN	Beijing		
3003	LiJie ZHANG	30	CHN	BEIJING		
3004	Roman Krajnik	46	CHN	BeiJing		
3005	Cheng YU	29	CHN	BeiJing		
3006	HongDuan TAN	29	CHN	Beijing		
3007	RongQi LIANG	28	CHN	BeiJing		
3008	NiMa SANGZHU	22	CHN	BeiJing		
3009	YueTong Zhang	19	CHN	BEIJING		
3010	HaiMei QIU	23	CHN	BeiJing		
3011	MATTHEW DAVID JONES	32	CHN	Beijing		
3012	JaHa KIM	38	CHN	Beijing		
3013	YuXu LI	25	CHN	Beijing		
3014	LiJuan DENG	21	CHN	Beijing		
3015	XueBan YANG	24	CHN	Beijing		
3016	Shu XIA	41	CHN	Beijing		
3017	Deqing Zhao	26	CHN			
3018	Lingzhi Zhang	28	CHN			
3019	Mengdie Yang	25	CHN			
3020	Jian Xiao	23	CHN			
3021	Jiaoling Wang	25	CHN			
3022	Zeyi Sun	26	CHN			
3023	Xiaoshan Pan	27	CHN			
3024	Kaixin Liang	26	CHN			
3025	Rumei Wang	26	CHN			
3026	Pengfei Li	26	CHN			
3027	Guishan Ren	25	CHN			
3028	YangFang SHI	17	CHN	BeiJing		
3029	evgenii VAITSEKHOVSKII	35	CHN	Beijing		
3030	Helen Danco	19	GER	Reutlingen		
3031	Boris Cujic	59	CRO	Zagreb		
3032	Ivan Lisica	40	CRO	Split		
3033	Luka Kivela	36	CRO	Split		
3034	Luka Trumbic	30	CRO	Split		
3035	Krešimir Morić	39	CRO	Crljenik		
3036	Nikola Kramaric	27	CRO	Split		
3037	Borna Cujic	24	CRO	Sveta Nedelja		
3038	Ivan Pevec	37	CRO	Zagreb		
3039	Alan Krizanic	42	CRO	Zagreb		
3040	Jani Zoraj	20	CRO	Zagreb		
3041	Karlo Čubrić	21	CRO	Zagreb		
3042	Vana Piccini	19	CRO	Split		
3043	Pia Culjak	19	CRO	Zagreb	171	182
3044	Martina Futivić	19	CRO	Zagreb		
3045	Filip Kurtović	18	CRO	Pula		
3046	Mikula Bašić	20	CRO	Split		
3047	Anamaria Marovic	55	CRO	Mravince		
3048	Sinisa Hrestak	46	CRO	Pula		
3049	Tudor Eduard	44	CRO	Zagreb		
3050	Lucija Brkić	17	CRO	Opatija		
3051	Lara Kmoch	17	CRO	Zagreb		
3052	Roko Čačija	17	CRO	Split		
3053	Nikola Tesija	32	CRO	Split		
3054	Marko Brkić	49	CRO	Opatija		
3055	Niko Rimac	18	CRO	Split		
3056	Martin Mobråten	39	NOR	Trondheim		
3057	Stian Christophersen	38	NOR	Oslo		
3058	Magnus Midtboe	33	NOR	Oslo		
3059	Hannah Midtboe	32	NOR	Oslo		
3060	Tina Johnsen Hafsaas	27	NOR	OSLO	164	166
3061	Thilo Jeldrik Schröter	26	NOR	Oslo		
3062	Rolf -Martin Bjørngaard	25	NOR	volda		
3063	Martinus Hals Skar	24	NOR	rondheim		
3064	Lisa-Marie Kvandahl	22	NOR	Fetsund		
3065	Bergljot Hansen	23	NOR	Trondheim		
3066	Leo Ketil Bøe	22	NOR	SANDSLI		
3067	Kristoffer Klev	23	NOR	Oslo		
3068	Sunniva Eik Haave	24	NOR	Oslo		
3069	Ingrid Helene Amundrud	22	NOR	Nesbru		
3070	Kenneth Elvegård	34	NOR	Oslo		
3071	Jens-Kristian Aasmundsen	21	NOR	Raufoss		
3072	Baste Andesilic	21	NOR	Fredrikstad		
3073	Bjørn-Inge Haave	54	NOR	Oslo		
3074	Hauk Steinsson Lem	21	NOR	Skui		
3075	Eline Næsheim	32	NOR	Bergen		
3076	Thor-Henrik Kvandahl	53	NOR	Fetsund		
3077	Brita Amundrud	55	NOR	Nesbru		
3078	Mie (Marie Therese) Kastet	37	NOR	Bergen		
3079	Nicolas Dejeneffe	41	NOR	Grez Doiceau		
3080	Stine Raknes	21	NOR	Trondheim		
3081	Tuva Eik Haave	20	NOR	Oslo		
3082	Christian Phillip  Eliassen	22	NOR	Trondheim		
3083	Kristian  Grigson Eian	19	NOR	Kolsås		
3084	Albert  Ilsaas Suthurst	20	NOR	Eiksmarka		
3085	Lea Schmitthenner	20	NOR	Oslo		
3086	Ingrid Kindlihagen	19	NOR	Sveio		
3087	Eivind Kittelsen	22	NOR	Lillehammer		
3088	Mia Stöver Wollebaek	21	NOR	Trondheim		
3089	Marie Aagaard Lauridsen	22	NOR	Lillehammer		
3090	Oda Aagaard Lauridsen	20	NOR	Lillehammer	178	
3091	Emma Stöver Wollebaek	18	NOR	Trondheim		
3092	Tobias Reidel	19	NOR	Oslo		
3093	Reino Horak	62	NOR	Gothenburg		
3094	Joakim Sveen	31	NOR	ulset		
3095	Patrick Pedersen	25	NOR	Drammen		
3096	Michael Suthurst	54	NOR	Eriksmarka		
3097	Örjan Rödland Vaage	20	NOR	Førresfjorden		
3098	Sunniva Øvre-Eide	17	NOR	Porsgrunn		
3099	Edel Lemvik	18	NOR	Bryne		
3100	Teodor Kirkebø	17	NOR	Oslo		
3101	Siss Klev	56	NOR	Oslo		
3102	Arne Farestveit	20	NOR	Sogndal		
3103	Leo Chiba	20	NOR	Sommaroe		
3104	Hans Petter Wollebaek	51	NOR	Trondheim		
3105	Kristoffer Raa Danielsen	17	NOR	Stavanger		
3106	Roar Olsen	58	NOR	Porsgrunn		
3107	Nora Hovde	17	NOR	TRONDHEIM		
3108	Julia Winter	35	GER	Dresden		
3109	Johanna Holfeld	22	GER	Dresden		
3110	Denise Bertram	32	GER	Köln		
3111	David Firnenburg	26	GER	Hannover		
3112	Ruben Firnenburg	25	GER	Hannover		
3113	Hannah Meul	21	GER	Frechen	167	
3114	Christian Range	22	GER	Bornheim		
3115	Leander Carmanns	17	GER	Mönchengladbach		
3116	Lili Cornely	17	GER	Köln		
3117	Johannes Lau	37	GER	Lambsheim		
3118	Michel Siedler	17	GER	Mannheim		
3119	Cedric Lluc Milles	18	GER	Vallgorgnina		
3120	Franziska Ritter	18	GER	Wuppertal	164	
3121	Florence Grünewald	23	GER	Otterberg		
3122	Frederike Fell	20	GER	Marzling		
3123	Simon Unger	30	GER	Augsburg		
3124	Thomas Tauporn	31	GER	Schechingen		
3125	Sebastian Halenke	27	GER	Lahr	177	
3126	Kim Marschner	24	GER	Schorndorf		
3127	Max Kleesattel	23	GER	Schwäbisch Gmünd	173	180
3128	Fabrice Rohner	18	SUI	Sirnach		
3129	Cédric Lachat	37	SUI	Porrentruy		
3130	Katherine Choong	30	SUI	Moutier		
3131	Yannick Flohé	22	GER	Essen	178	
3132	Luisa Flohé	20	GER	Essen		
3133	Janine Cardoso	47	BRA	São Paulo		
3134	Anderson Gouveia	44	BRA	Curitiba		
3135	André Berezoski	44	BRA	São Bento do Sapucaí SP		
3136	Cesar Grosso	37	BRA	Arco		
3137	Luana Riscado	30	BRA	Niteroi, RJ		
3138	Pedro Ferreira Nicoloso	31	BRA	Santa Maria, RS		
3139	Thais Makino Shiraiwa	33	BRA	São Paulo, SP		
3140	Raphael Nishimura	40	BRA	São Paulo		
3141	Felipe  Ho Foganholo	22	BRA	São Paulo		
3142	Camila Macedo	40	BRA	Curitiba		
3143	Silvana Rudek	31	BRA	SAnta maria		
3144	Flavio Castagnari	44	BRA	Sao Paulo		
3145	Fernando Nicoloso	60	BRA	Santa Maria, RS		
3146	Tatiana Caloi Stinchi	35	BRA	Arco		
3147	Jean Ouriques	35	BRA	Belo Horizonte - MG		
3148	Felipe Hamdar	20	BRA	Curitiba - PR		
3149	Vinicius Simioni	23	BRA	Curitiba - PR		
3150	Luciano Frazão da Silva	42	BRA	Distrito Federal		
3151	Iasmin De Queiroz Freitas	18	BRA	Brasilia - DF		
3152	Patrícia Antunes	36	BRA	Belo Horizonte, MG		
3153	Pedro  Avelar	21	BRA	Belo Horizonte, MG		
3154	Clara Viegas	20	BRA	Belo Horizonte, MG	170	
3155	Manoiela Vilarinho	37	BRA	São Paulo		
3156	Ricardo Schen	45	BRA	Rodellar		
3157	Eduardo Gama da Silva	39	BRA	Curitiba, Parana		
3158	Luisa Xavier Sans	32	BRA	Ouro Preto - MG		
3159	Santiago Schmidt	26	ARG	Buenos Aires		
3160	Rocio Ailen Becerra	23	ARG	San Luis		
3161	Valentina Aguado	20	ARG	San Luis		
3162	Marcelo Romillo	49	ARG	Zirl		
3163	Santiago CHRISTENSEN	21	ARG	San Juan		
3164	Victoria GIMENEZ	20	ARG	Capilla del Monte Cordoba		
3165	Gustavo Gabriel Suarez Munne	22	ARG	Cordoba		
3166	Tomas Vilariño	49	ARG	Bariloche		
3167	Piero ZANZOTTERA	38	ARG	Bariloche		
3168	Ana Luz TORRES	21	ARG	Trelew		
3169	Valentin Sternik	20	ARG	San Luis		
3170	Joaquin Piriz	20	ARG	San Luis		
3171	Daniela Maria Pujol	45	ARG	Buenos AIres		
3172	Santiago GARCIA	35	ARG	Moron		
3173	GUSTAVO CASELLI	37	ARG	Tandil		
3174	Manuel Escobar	37	VEN	San Juan de Los Morros		
3175	Leonel De Las Salas	34	VEN	San Antonio de Los Altos		
3176	Francis Rodriguez	41	VEN	San Juan de Los Morros		
3177	Rosmery Da Silva	32	VEN	San Juan de Los Morros		
3178	Lucelia Blanco	39	VEN	San Antonio de Los Altos		
3179	Francis Guillen	28	VEN	Merida		
3180	Leslie Romero	24	VEN	San Juan de los Morros		
3181	Luis David Sojo	23	VEN	caracas		
3182	Gustavo Jose Perez	20	VEN	San Juan de los morros		
3183	Laura Santaella	21	VEN	San Juan de los morros		
3184	Luis Betancourt	31	VEN	caracas		
3185	Moritz Hans	26	GER	Stuttgart		
3186	Vasil Tasevski	37	MKD	Skopje		
3187	Vanco Naunov	27	MKD	Stip		
3188	Viktor Trpovski	22	MKD	Skopje		
3189	Vladimir Trpovski	51	MKD	Skopje		
3190	Stefania Perkanoska	18	MKD	Prilep		
3191	Hristo Belokaposki	59	MKD	Prilep		
3192	Biljana Talevska	35	MKD	Bitola		
3193	Sara Werthmüller	20	SUI	Rothenfluh		
3194	Sascha Schwob	19	SUI	Füllinsdorf		
3195	Tim Bucher	20	SUI	Heiligkreuz		
3196	Lisa Schlegel	20	SUI	Chur		
3197	Ilia Wieland	18	SUI	Chur		
3198	Anouk Piola	33	SUI	Daillens		
3199	Dylan Chuat	21	SUI	Vernayaz	170	
3200	Julie Bridevaux	20	SUI	Genève		
3201	Benoit Schaufelberger	39	SUI	Confignon		
3202	Nadja Pfister	28	SUI	Spiegel		
3203	Jara Späte	24	SUI	Wolfhausen		
3204	Anja Köhler	18	SUI	Wila		
3205	Matthias König	35	SUI	Zürich		
3206	Noa Rosanna Glauser	21	SUI	Langnau i.E.		
3207	Jael Gerber	20	SUI	Burgdorf		
3208	Isaac Estevez	29	ECU	Ibarra		
3209	Andrea Rojas	26	ECU	Quito		
3210	Domenica Haro	22	ECU	Quito		
3211	Carlos Granja	23	ECU	Ibarra	175	172
3212	Marlon Alexis Pozo	23	ECU	Ibarra		
3213	Danny Valencia	23	ECU	Riobamba		
3214	Aaron Peñaranda	21	ECU	Cuenca	171	
3215	Paul López	41	ECU	Ibarra		
3216	César Aulestia	39	ECU	quito		
3217	Eduardo Martinez	45	ECU	Quito		
3218	Emily Gonzalez	21	ECU	Quito		
3219	Alisson Vizuete	21	ECU	quito		
3220	Nickolaie RIVADENEIRA	20	ECU	Quito	183	
3221	Salvador Moreano	37	ECU	riobamba		
3222	Galo  Hernandez	21	ECU	Atuntaqui	164	166
3223	Pedro Montezuma	44	ECU	Riobamba		
3224	JOrge Gomez	19	ECU	Riobamba		
3225	Juan Martin Peña	22	ECU	Quito		
3226	Bryam Moreno	22	ECU	Riobamba		
3227	Isaac Quintanilla	19	ECU	Riobamba		
3228	Edwin Crucerira	21	ECU	Riobamba		
3229	Dherek Rengifo	21	ECU	riobamba		
3230	Steve Cabrera	28	ECU	Riobamba	173	175
3231	Armel Pozo	20	ECU	Riobamba		
3232	Victor Manuel Armendariz	19	ECU	Riobamba		
3233	Alexandra Mena	20	ECU	Riobamba		
3234	Alex Vivas	20	ECU	portoviejo		
3235	Brian Avendaño	37	ECU	Latacunga		
3236	Lorena Torres	43	ECU	Riobamba		
3237	Nicola Bellini	53	ECU	Riobamba		
3238	Renato Ordoñez	29	ECU	Riobamba		
3239	Anahi Moreano	21	ECU	Riobamba		
3240	Martha HERNANDEZ	25	ECU	Riobamba		
3241	Luis Alejandro Escobar	19	ECU	Guayaquil		
3242	Paolo  Rivadeneira	18	ECU	Quito	180	
3243	Gandhy Jacome	23	ECU	Riobamba		
3244	Cristian Moreno	34	ECU	Riobamba		
3245	Urs Stöcker	45	SUI	Nänikon		
3246	Petra Klingler	30	SUI	Bonstetten	162	
3247	Rebekka Stotz	29	SUI	Urdorf		
3248	Kevin Huser	26	SUI	Widen		
3249	Katharina Tognon	22	SUI	Langnau am Albis		
3250	Annalisa Tognon	20	SUI	Langnau am Albis		
3251	Michel Erni	19	SUI	Affoltern a. A.		
3252	Louis Guignard	17	SUI	Zürich		
3253	Lilla Ulrich	18	SUI	Zürich		
3254	Andrea Kümin	24	SUI	Ostermundigen	164	
3255	Budi Cahyono		INA			
3256	Ronald Mamarimbing	48	INA	Yogyakarta		
3257	Evi Neliwati	45	INA	Surabaya Indonesia		
3258	Yulianto Abudzar	36	INA	Surabaya		
3259	Pandu Asmoro Galar	38	INA	Surabaya		
3260	Santi Wellyanti	31	INA	Jakarta		
3261	Amri Amri	41	INA	jakarta selatan		
3262	Aviansyah Aan	31	INA	Surabaya		
3263	Huda Wardana Akbar	32	INA	Gresik-Surabaya		
3264	Tonny Mamiri	30	INA	Jakarta		
3265	Harini Harini	38	INA	Jakarta		
3266	Afandi Achmad	28	INA	Jakarta		
3267	Zuyina Ulfati	28	INA	Jakarta		
3268	Fatchur Roji	25	INA	Jakarta		
3269	Fitria Hartani	27	INA	Jakarta		
3270	ALFIAN MUHAMMAD FAJRI	25	INA	Surakarta		
3271	Ndona Nasugian	24	INA	Jakarta		
3272	ABDUL ROCHMAN SYARIFAH	28	INA	Jakarta Selatan		
3273	Virgita Nadya Putri	27	INA	Jakarta		
3274	Sabri Sabri	26	INA	Jakarta		
3275	Supita Tita	34	INA	Subang		
3276	Sufriyanto Rindi	30	INA	Jakarta		
3277	Purnamasari Ita Triana	32	INA	Jakarta		
3278	ASPAR ASPAR	29	INA	Jakarta		
3279	Puji Lestari	31	INA	Jakarta		
3280	Lasa Temi	32	INA	Jakarta		
3281	Ashari Fajri	32	INA	Jakarta		
3282	Mulyani Mudji	32	INA	Jakarta		
3283	Wahyu Pristiawan	46	INA	Yogyakarta		
3284	Hidayat Jaka	44	INA	Jakarta		
3285	Juliani Juliani	33	INA	Jakarta		
3286	Juskerina Juskerina	23	INA	Jakarta		
3287	Wardani Nova Bina	24	INA	Jakarta		
3288	Alhadad Jamal	25	INA	Jakarta		
3289	Wisnuarta Ngakan Putu	25	INA	Jakarta		
3290	NURUL IQAMAH	26	INA	Mataram		
3291	Haslim Haspriani	27	INA	Jakarta		
3292	Anam Khoirul	26	INA	Jakarta		
3293	HENDRA BASIR	39	INA	Jakarta Selatan		
3294	Kuntono Halim	55	INA	Jakarta		
3295	Cahya Angga	30	INA	Jakarta		
3296	Elis Elisyabeth	43	INA	Jakarta		
3297	Achmad Tegar	21	INA	Jakarta		
3298	Danu Iswara	46	INA	Jakarta		
3299	JUDISTIRO JUDISTIRO	50	INA	Poso		
3300	Ragil Rakasiwi Kharisma	21	INA	Jakarta		
3301	Devi Berthdigna	23	INA	Jakarta		
3302	Sari Agustina	25	INA	Jakarta		
3303	Syafiiyah Dhorifatus	28	INA	Jakarta		
3304	Erianto Erianto	45	INA	Jakarta		
3305	Eka Bayu Prabowo	42	INA	Jakarta		
3306	Berdi Dei Heki	36	INA	Jakarta		
3308	Yusuf Rizki	29	INA	Jakarta		
3309	Yoga Nita Betti Nawafatus	26	INA	Jakarta		
3310	Budi Santoso Triyanto	52	INA	Jakarta		
3311	RAJIAH SALLSABILLAH	22	INA	Banten		
3312	Caly Setiawan	46	INA	Yogyakarta		
3313	Triyanto  BudiSantosa	52	INA	Yogyakarta		
3314	Maiwa Sainuddin	47	INA	Yogyakarta		
3315	Syabbuddin Syabbuddin	37	INA	Yogyakarta		
3316	Pangeran Septo Wibowo Siburian	27	INA	Yogyakarta		
3317	Farina Handayani	28	INA	Yogyakarta		
3318	Hinayah Muhammad	26	INA	Yogyakarta		
3319	Vitrie Handayani	32	INA	Yogyakarta		
3320	Fitriyani Fitriyani	33	INA	Yogyakarta		
3321	Feri  Febrianto	22	INA	Yogyakarta		
3322	M Fauzan Rahman	21	INA	Yogyakarta		
3323	Alamsyah Cahya Cakradiningrat	20	INA	Yogyakarta		
3324	KIROMAL KATIBIN	21	INA	Batang		
3325	Adi Mulyono Rahmad	21	INA	Surabaya		
3326	Jasmico Pamumade	20	INA	Yogyakarta		
3327	Kharisma Ragil Rakasiwi	21	INA	Yogyakarta		
3328	Choirul Umi C	20	INA	Yogyakarta		
3329	Dyah Puspitaningtyas	21	INA	Yogyakarta		
3330	Ni Komang Ayu Suartini	21	INA	Yogyakarta		
3331	Ravianto Ramadhan	19	INA	Yogyakarta		
3332	Raviandi Ramadhan	19	INA	Yogyakarta		
3333	Azzah Nabilla	19	INA	Yogyakarta		
3334	Alivany Ver Khadijah	20	INA	Yogyakarta		
3335	Rudy Fitryano	43	INA	Pekanbaru		
3336	Ousye Agnes Paat	49	INA	Yogyakarta		
3337	Aries Susanti Rahayu	27	INA	Yogyakarta		
3338	Moch Salim	25	INA	yogyakarta		
3339	Iswara Yogaprana	46	INA	Jakarta		
3340	VEDDRIQ LEONARDO	25	INA	Pontianak	162	
3341	Irawan Andi	41	INA	Yogyakarta		
3342	SAPTO HARDIONO	50	INA	Jakarta		
3343	Jie Yi  Trix Tan	23	MAS	Kuala Lumpur		
3344	Muhammad Taqiuddin Bin Mohd Zulkifli	27	MAS	Selangor		
3345	xin ying leong	21	MAS	Kuala Lumpur		
3346	Ghalib MOHD AZIM	22	MAS	Kuala Lumpur		
3347	Ku Muhammad Faridhwan Ku Aziz	27	MAS	kuala lumpur		
3348	Mohd Izzat Mohd Shokor	29	MAS	kuala lumpur		
3349	Mohd Hazeezy Harith	39	MAS	kuala lumpur		
3350	Jun Rong Adam Shiew	18	MAS	petaling jaya		
3351	Mohd Zaidi Kamaruddin	54	MAS	kuala lumpur		
3352	Dzukram Alzam Mohd Zamri	19	MAS	kedah		
3353	Stefan Danker	33	GER	Nandlstadt		
3354	Afra Hönig	26	GER	Landshut	165	165
3355	Ludwig Breu	18	GER	Landshut		
3356	Alexandr Nigmatulin	34	KAZ	Almaty		
3357	Tamara Ulzhabayeva	34	KAZ	Shymkent		
3358	Artyom Devyaterikov	34	KAZ	Almaty		
3359	Nikita Devyaterikov	33	KAZ	Almaty		
3360	Alexey Molchanov	32	KAZ	Karaganda		
3361	Rishat Khaibullin	26	KAZ	Almaty	170	
3362	Amir Maimuratov	26	KAZ	Astana	182	
3363	Yelena Grunyashina	26	KAZ	Shimkent		
3364	Assel Marlenova	25	KAZ	Astana		
3365	Gleb Kogay	24	KAZ	Almaty		
3366	Sergey Pynka	58	KAZ	Karaganda		
3367	Alexey Panfilov	24	KAZ	Shymkent		
3368	Yerzhan Beisembayev	25	KAZ	Almaty		
3369	Roman Kostyukov	24	KAZ	Almaty		
3370	Serik Yegizbayev	56	KAZ	Almaty		
3371	Yekaterina Krut	24	KAZ	Rudnyi		
3372	Saule Iskakova	58	KAZ	Karaganda		
3373	Mariya Terekhova	22	KAZ	Almaty		
3374	Margarita Agambayeva	22	KAZ	Chapaeva		
3375	Alimzhan Myrzabekov	24	KAZ	Karaganda		
3376	Vladimir Ilin	56	KAZ	Rudnyj		
3377	Anton Andriyenko	23	KAZ	Almaty		
3378	Alexandra Zhiznevskaya	27	KAZ	Almaty		
3379	Tamara Soboleva	54	KAZ	Almaty		
3380	Alexandra Bryakina	21	KAZ	Almaty		
3381	Darya Panfilova	21	KAZ	Shymkent		
3382	Klara Slutskaya	59	KAZ	Astana		
3383	Merey Orazbekov	24	KAZ	Taldykorgan		
3384	Mariya Chistova	21	KAZ	Shymkent		
3385	Albina Murtazina	21	KAZ	Karaganda		
3386	Alina Maul	21	KAZ	Karaganda		
3387	Andrey Yurin	21	KAZ	Karaganda		
3388	Sergey Besmertnykh	21	KAZ	Karaganda		
3389	Samgat Kalibay	21	KAZ	Almaty		
3390	Valeriy Serdyuk	22	KAZ	Shymkent		
3391	Kenzhegul Seitzhan	39	KAZ	Almaty		
3392	Kristina Zbarachshuk	23	KAZ	Almaty		
3393	Eldar Dossov	23	KAZ	Astana		
3394	Kaisar Orazbekov	23	KAZ	Taldykorgan		
3395	Alina Matevossyan	22	KAZ	Karaganda		
3396	Nikita Nikityuk	20	KAZ	Astana		
3397	Beknur Altynbekov	20	KAZ	Shymkent		
3398	Dana Tolkybek	20	KAZ	Shymkent		
3399	Anastassiya Postoyenko	19	KAZ	Almaty		
3400	Maulen Yessimkhanov	62	KAZ	Taldykorgan		
3401	Alexey Terekhov	61	KAZ	Almaty		
3402	Sergey Belyakov	57	KAZ	Astana		
3403	Anton PAK	20	KAZ	Astana		
3404	Leila SHMIDKE	21	KAZ	Astana		
3405	Valeriy YAKOVENKO	20	KAZ	Rudnyj		
3406	Anastassiya SALYAKHOVA	18	KAZ	Shymkent		
3407	Adeliya Utesheva	19	KAZ	Almaty		
3408	Omar Almatov	19	KAZ	Almaty		
3409	Darya Pevneva	21	KAZ	Almaty		
3410	Matvey Yessipov	18	KAZ	Almaty		
3411	Daniil Moiseyev	19	KAZ	Talgar		
3412	Zarina Agilmanova	18	KAZ	Astana		
3413	ALINA PONOMARYOVA	18	KAZ	Karaganda		
3414	TANZILA OSPAN	18	KAZ	Karaganda		
3415	VADIM ISHMUKHAMETOV	19	KAZ	Karaganda		
3416	YEVGENIY BRYAKIN	17	KAZ	Almaty		
3417	YELIZAVETA LITUS	18	KAZ	Karaganda		
3418	ZHUSSIP SEITOV	17	KAZ	Almaty		
3419	ARAILYM ONGALBAY	19	KAZ	Almaty		
3420	ALEXANDR PETROV	22	KAZ	Almaty		
3421	VALERIYA LANKOVA	20	KAZ	Rudniy		
3422	Jan Hojer	30	GER	Frechen	188	
3424	Käthe Atkins	20	GER	Frankfurt / Main		
3425	Emma Bernhard	19	GER	Oberursel		
3426	Anne-Sophie Koller	25	SUI	Biel	160	
3427	Dimitri Vogt	25	SUI	Worben BE		
3428	Kevin Heiniger	28	SUI	Schwarzenbach		
3429	Kevin Hemund	37	SUI	Bern		
3430	Franz Krakenberger	29	SUI	Erlach		
3431	Georg Hoffmann	57	GER	Stuttgart	163	181
3432	Jonathan Brown	21	SUI	Bad Ragaz		
3433	Dmitry Karavaev	28	BLR	Gomel		
3434	Volha Rak	36	BLR	Marína Gorka		
3435	Maksim Nikifaravets	25	BLR	Minsk		
3436	Nikita Logunov	22	BLR	Gomel		
3437	Aliaksandra Misiukevich	27	BLR	Minsk		
3438	Katsiaryna Pahuda	21	BLR	Kopishche		
3439	Daria Titkina	35	BLR	Minsk		
3440	Aliaksandr Ivanou	29	BLR	Mozyr		
3441	Valiantsina Chamiakina	25	BLR	Minsk		
3442	Iurii Morozov	29	BLR	Minsk		
3443	Aliaksandr Kliuzhau	24	BLR	Gomel		
3444	Kseniya Kopusava	20	BLR	Minsk		
3445	Dzianis Maksimenia	25	BLR	Minsk		
3446	Ilya Taldykin	22	BLR	Gomel		
3447	Anatolii Novikov	35	BLR	Lybertsy, Moscow region		
3448	Viktar Ablazhevich	21	BLR	Gomel		
3449	Aliaksei Bury	19	BLR	Marina Gorka		
3450	Anton Fedarynchyk	20	BLR	Marina Gorka		
3451	Uladzimir Naidzensheu	19	BLR	Dinova		
3452	Yuliya Nikifaravets	17	BLR	Minsk		
3453	Oleg Stepanenko	20	BLR	Gomel		
3454	Maryia Vernikouskaya	21	BLR	Marina Gorka		
3455	Valery Otchyk	80	BLR	Gomel		
3456	Nils Helsper	38	GER	Rohrbach		
3457	Peter Kunze	58	GER	Röhrmoos		
3458	Mohammad Jafari Mahmoudabadi	38	IRI	Tehran		
3459	Hamidreza Toozandehjani	36	IRI	Tehran	171	33
3460	Gholamali Baratzadeh	36	IRI	Tehran		
3461	Artimes Farshad Yeganeh	40	IRI	Tehran		
3462	Farnaz Esmailzadeh	33	IRI	Tehran		
3463	Davoud Rakabi	38	IRI	Tehran		
